"full_address","neighborhoods_analysis_boundaries","permit_type_definition","description","existing_use","proposed_use","permit_creation_date","location.latitude","location.longitude"
"2666 Mcallister St 94118","Lone Mountain/USF","additions alterations or repairs","unit legalization per ord 43-14. & remodel of (e) illegal ground flr apartment in 2-family residence. to include: remodeled kitchen, bathrm, (n) laundry rm/half bath, windows & doors, electrical & plumbing. add nfpa 13 automatic sprinkler system entire ground floor","2 family dwelling","apartments",2018-10-23,"37.77581712765472","-122.45595288934888"
"322 Presidio Av NA",NA,"otc alterations permit","comply with nov 201933018 to legalize and correct soil permeation  grouting work. breezeway slab to be remove and replaced.","apartments","apartments",2019-09-19,NA,NA
"330 Presidio Av 94115","Presidio Heights","otc alterations permit","comply with nov 201815261. legalize and correct soil permeation grouting work","apartments","apartments",2019-09-19,"37.78870824652153","-122.44677947683678"
"322 Presidio Av 94115","Presidio Heights","otc alterations permit","comply with nov 201933018 to legalize and correct soil permeation  grouting work. breezeway slab to be remove and replaced.","apartments","apartments",2019-09-19,"37.78879502915217","-122.44679694015247"
"322 Presidio Av 94115","Presidio Heights","otc alterations permit","comply with nov 201933018 to legalize and correct soil permeation  grouting work. breezeway slab to be remove and replaced.","apartments","apartments",2019-09-19,"37.78879502915217","-122.44679694015247"
"322 Presidio Av 94115","Presidio Heights","otc alterations permit","comply with nov 201933018 to legalize and correct soil permeation  grouting work. breezeway slab to be remove and replaced.","apartments","apartments",2019-09-19,"37.78879502915217","-122.44679694015247"
"322 Presidio Av 94115","Presidio Heights","otc alterations permit","comply with nov 201933018 to legalize and correct soil permeation  grouting work. breezeway slab to be remove and replaced.","apartments","apartments",2019-09-19,"37.78879502915217","-122.44679694015247"
"4345 Clement St 94121","Outer Richmond","otc alterations permit","comply with complaint 201982665 legalize 3rd bedroom in unit 1 & 2","apartments","apartments",2019-09-20,"37.780909244187576","-122.50596534016003"
"2625 San Jose Av 94112","Oceanview/Merced/Ingleside","additions alterations or repairs","per ordinance# 43-14, legalize (e) unpermitted unit @ ground floor of (e) house. 2 bedrooms & 2 baths.** maher: n/a **","apartments","apartments",2019-09-20,"37.71597904166524","-122.45008928390159"
"1470 12th Av 94122","Inner Sunset","additions alterations or repairs","legalize (e) unpermitted unit @ groundd floor per ord# 43-14 with 2 bedrooms & 1 bath. to comply with violation# 201875066. add 4th adu under separate permit.","2 family dwelling","apartments",2019-02-26,"37.76074019738779","-122.4689738207343"
"820 North Point St 94109","Russian Hill","additions alterations or repairs","correction work as per nov #201956013. legalize living unit @ basement. add social room @ 1st floor","apartments","apartments",2019-10-03,"37.805873169127","-122.42086759247007"
"822 North Point St 94109","Russian Hill","additions alterations or repairs","correction work as per nov #201956013. legalize living unit @ basement. add social room @ 1st floor","apartments","apartments",2019-10-03,"37.805873169127","-122.42086759247007"
"831 Wisconsin St 94107","Potrero Hill","otc alterations permit","legalize (1) unit in front building","2 family dwelling","apartments",2019-10-10,"37.756851980147346","-122.3985817429616"
"651 Minna St 94103","South of Market","additions alterations or repairs","legalizing (1) illegal unit under ordinance #43-14","apartments","apartments",2019-10-17,"37.77774844569007","-122.41143600009958"
"651 Minna St 94103","South of Market","additions alterations or repairs","one studio adu per ord# 162-16. the 5th unit under legalizetion pa# 2019-1017-4766.","apartments","apartments",2019-10-17,"37.77774844569007","-122.41143600009958"
"1544 Powell St 94133","Chinatown","additions alterations or repairs","legalize (e) unit in basement per ordinance # 43-14. (1 bedroom & 1 bathroom unit). add adu @ basement under separate permit. remove internal stairs in unit.","apartments","apartments",2019-10-18,"37.79902390308635","-122.41036700832312"
"1544 Powell St 94133","Chinatown","additions alterations or repairs","add adu @ basement per ordinance# 162-16. (1 bedroom & 1 bathroom unit). legalize (e) unit under separate permit. replace (e) entry door with glass window.","apartments","apartments",2019-10-18,"37.79902390308635","-122.41036700832312"
"1020 Post St 94109","Nob Hill","additions alterations or repairs","legalize (e) non-documented dwelling unit on the 6th flr of a 42 unit apt bldg per ordinance no. 43-14. also to comply with nov 200556923.","apartments","apartments",2019-10-21,"37.78723431435547","-122.41872982336695"
"1430 Pacific Av 94109","Russian Hill","additions alterations or repairs","the unit 1a will be legalized pursuant to ordiance #43-14: include one bedroom, kitchen, living room, entertainment room, media room and two 3 fixture bathroom. maher n/a.","apartments","apartments",2019-10-29,"37.79557430454324","-122.4188821150591"
"1595 Dolores St 94110","Noe Valley","otc alterations permit","correct mistaken description on pa 201307242652. corrected description should be: alter site pa 201307242652s, convert 1 illegal commercial space to 1 new residential unit. reconfigure 1 legal commerical space. remodle 2 e units. add roof deck. new curb cut. relocate garage. (3 res units & 1 comm)","2 family dwelling","apartments",2019-11-06,"37.74398458422892","-122.42401833349831"
"1599 Dolores St 94110","Noe Valley","otc alterations permit","correct mistaken description on pa 201307242652. corrected description should be: alter site pa 201307242652s, convert 1 illegal commercial space to 1 new residential unit. reconfigure 1 legal commerical space. remodle 2 e units. add roof deck. new curb cut. relocate garage. (3 res units & 1 comm)","2 family dwelling","apartments",2019-11-06,"37.74398458422892","-122.42401833349831"
"6 Arleta Av 94134","Visitacion Valley","additions alterations or repairs","legalize kitchen in (e) living space in 1st floor. change (e) toilet to a full bath per ordinance 43-14","2 family dwelling","apartments",2019-03-29,"37.712613090058724","-122.40266384457125"
"3186 24th St 94110","Mission","otc alterations permit","to comply with nov 201558587. verify/legalize existing wall heater flue installed previously","apartments","apartments",2019-11-08,"37.7525173058029","-122.41596989133278"
"1288 30th Av 94122","Sunset/Parkside","additions alterations or repairs","comply w/ nov #201960921, 201965441 & planning 2019-013366enf. add adu for unit #1284 at 1st floor per ordinance 162-16. to legalize dwelling unit 1286 at 1st floor under separate permit (pa #2019-1108-6922.)","2 family dwelling","apartments",2019-11-08,"37.763370069023324","-122.48865553243853"
"300 Precita Av 94110","Bernal Heights","additions alterations or repairs","legalize and remodel (e) dwelling unit per unit legalization ord no 43-14.","apartments","apartments",2019-11-14,"37.74659432799072","-122.41332045012733"
"1083 Hollister Av 94124","Bayview Hunters Point","additions alterations or repairs","add one unit on the ground fl per ordinance 162-16.comply with nov #201569681 & nov#201569083.legalize one unit on the 2nd fl per ordinance #143-13 is under a separate permit #2015/1110/2331.","1 family dwelling","apartments",2019-11-15,"37.719333926944614","-122.39228350223212"
"1824 Jennings St 94124","Bayview Hunters Point","additions alterations or repairs","add one unit @ ground fl per ordinance 162-16 as an adu. comply with nov#201569661 & nov#201569252,#201829251. legalize one unit on the 2nd fl per ordiance 143-13 under a r2permit #201511092165","1 family dwelling","apartments",2019-11-15,"37.72868956133037","-122.3874875407639"
"136 Parnassus Av 94117","Haight Ashbury","additions alterations or repairs","legalize 2 bedroom units @ 1st fl. remove interior spiral stairs between 1st and 2nd floors. ordinance 43-14","apartments","apartments",2019-12-06,"37.76497560689732","-122.45075231499268"
"723 25th Av 94121","Outer Richmond","additions alterations or repairs","per unit legalization ordinance 43-14, 1st floor legalize existing illegal unit, kitchen, bathroom, convert (e) social room to bedroom and living area, relocate the bathroom, new front landscape/permeable area.","2 family dwelling","apartments",2019-12-17,"37.77570664932463","-122.48474809991716"
"1379 07th Av 94122","Inner Sunset","additions alterations or repairs","to legalize ground floor unit per ordinance 43-14 to add a new adu unit consist of new kitchen, 2 bedroom, 1 full bath and living space, layout of the existing non-permitted unit will be altered.","2 family dwelling","apartments",2019-12-20,"37.76267222563704","-122.46440035977922"
"1381 07th Av 94122","Inner Sunset","additions alterations or repairs","to legalize ground floor unit per ordinance 43-14 to add a new adu unit consist of new kitchen, 2 bedroom, 1 full bath and living space, layout of the existing non-permitted unit will be altered.","2 family dwelling","apartments",2019-12-20,"37.76267222563704","-122.46440035977922"
"71 Terra Vista Av 94115","Lone Mountain/USF","additions alterations or repairs","legalize (e) dwelling unit, 81 terra vista ave at 4th floor per ord 43-14/planning codesection 207.3. new unit included bedroom, bathroom, and kitchen. **add 3 adu unis under pa# 2018-0620-2366**","apartments","apartments",2019-12-20,"37.781310290296815","-122.44320307292153"
"77 Terra Vista Av 94115","Lone Mountain/USF","additions alterations or repairs","legalize (e) dwelling unit, 81 terra vista ave at 4th floor per ord 43-14/planning codesection 207.3. new unit included bedroom, bathroom, and kitchen. **add 3 adu unis under pa# 2018-0620-2366**","apartments","apartments",2019-12-20,"37.781310290296815","-122.44320307292153"
"983 Capp St 94110","Mission","additions alterations or repairs","unit legalization ord 43-14. legalize 1 (e) unit at 1/fl of (e) 3-story building. the (n) unit will be a 2 bedrooms unit with a kitchen, a bath and a powder room. (e) near detached garage not in scope.","apartments","apartments",2019-12-30,"37.75103373934189","-122.4169249291592"
"1896 Turk St 94115","Western Addition","additions alterations or repairs","comply w/ nov 201834421. legalize an illegal unit per ord 43-14, new kitchen, bath, rated wall & door separations, wall insulation, hot water heater, minisput ductless heat pump.","apartments","apartments",2019-12-31,"37.77974092489613","-122.44030245256204"
"3320 Balboa St 94121","Outer Richmond","additions alterations or repairs","legalize illegal unit per ordinance 43-14, one bedroom and one bathrm, kitchen.","2 family dwelling","apartments",2019-12-31,"37.776086803051676","-122.49457087071904"
"4 Windsor Pl 94133","North Beach","additions alterations or repairs","legalize adu permit, no structural per ordinance 162-16.1 bedroom & 1 bath. add window @ front facade to meet planning exposure requirements","apartments","apartments",2019-12-31,"37.800194766670835","-122.40536638081348"
"8 Windsor Pl 94133","North Beach","additions alterations or repairs","legalize adu permit, no structural per ordinance 162-16.1 bedroom & 1 bath. add window @ front facade to meet planning exposure requirements","apartments","apartments",2019-12-31,"37.800194766670835","-122.40536638081348"
"10 Windsor Pl 94133","North Beach","additions alterations or repairs","legalize adu permit, no structural per ordinance 162-16.1 bedroom & 1 bath. add window @ front facade to meet planning exposure requirements","apartments","apartments",2019-12-31,"37.800194766670835","-122.40536638081348"
