"full_address","neighborhoods_analysis_boundaries","permit_type_definition","description","existing_use","proposed_use","permit_creation_date","location.latitude","location.longitude"
"2867 San Bruno Av 94134","Portola","additions alterations or repairs","comply enf#2017008719-00,02,03&04enf,dbi novs,legalize 2 unit,provide 2nd egress for 4th fl units by install permanent hot dipped galvanized steell fire escape stairs,interior adjustment of approved pa#201209270766 to accomondate 4 unit,facade modify to match as built conditions per zoning adminitor","2 family dwelling","apartments",2019-05-29,"37.725542277833426","-122.40244864090322"
"2873 San Bruno Av 94134","Portola","additions alterations or repairs","comply enf#2017008719-00,02,03&04enf,dbi novs,legalize 2 unit,provide 2nd egress for 4th fl units by install permanent hot dipped galvanized steell fire escape stairs,interior adjustment of approved pa#201209270766 to accomondate 4 unit,facade modify to match as built conditions per zoning adminitor","2 family dwelling","apartments",2019-05-29,"37.725542277833426","-122.40244864090322"
"2891 San Bruno Av 94134","Portola","additions alterations or repairs","comply enf#2017008719-00,02,03&04enf,dbi novs,legalize 3 unit,provide 2nd egress for 4th fl units by install permanent hot dipped galvanized steell fire escape stairs,interior adjustment of approved pa#201209270763 to accomondate 5 unit,facade modify to match as built conditions per zoning adminitor","2 family dwelling","apartments",2019-05-29,"37.725542277833426","-122.40244864090322"
"715 Sargent St 94132","Oceanview/Merced/Ingleside","additions alterations or repairs","legalize (e) unauthorized dwelling unit, including (n) entry & skylight for light & ventilation. update entry stair for code conformance & legalize unpermitted shower & kitchen fixtures. legalization per ordinance 43-14.","1 family dwelling","2 family dwelling",2018-04-26,"37.715987482109504","-122.46915128328396"
"715 Sargent St 94132","Oceanview/Merced/Ingleside","additions alterations or repairs","convert portion of remaining garage space to 3rd bedroom. (ground floor unit legalized under separate permit #2018-0426-7500 s) extend entry landing to create entry porch.","1 family dwelling","2 family dwelling",2018-04-26,"37.715987482109504","-122.46915128328396"
"619 Belvedere St 94117","Inner Sunset","additions alterations or repairs","1st fl: legalize (e) space behind garage into house office, remove (e) stove, sink & bathtub in (e) space; convert (e) kitchen to laundry room, convert (e) full bath to half bath, relocate (e) washer & dryer, (n) handrails.","2 family dwelling","2 family dwelling",2019-02-14,"37.76137576128584","-122.4479869010033"
"621 Belvedere St 94117","Inner Sunset","additions alterations or repairs","1st fl: legalize (e) space behind garage into house office, remove (e) stove, sink & bathtub in (e) space; convert (e) kitchen to laundry room, convert (e) full bath to half bath, relocate (e) washer & dryer, (n) handrails.","2 family dwelling","2 family dwelling",2019-02-14,"37.76137576128584","-122.4479869010033"
"3130 San Bruno Av 94134","Portola","otc alterations permit","in response to nov #201633632 to legalize the extg rear bldg from single story with 1 unit to 2 stories with  2 units. 7'-10' vertical addition.","1 family dwelling","2 family dwelling",2019-02-15,"37.72228250010995","-122.4017210611522"
"191 Boutwell St 94124","Bayview Hunters Point","additions alterations or repairs","to comply w/ nov 201805581, legalization  second dwelling unit installed without permit, per unit legalization ord 43-14, legalize (e) kitchen and bathrooms at ground floor, add (n) door at ground floor for (n) entrance, conver garage door to standard garage door.","1 family dwelling","2 family dwelling",2019-02-20,"37.73448466682952","-122.40529929908611"
"1723 Noe St 94131","Glen Park","additions alterations or repairs","comply with physical inspection report# cc-7454. legalize (e) side decks built without permit record @ 1st & 2nd floor.","2 family dwelling","2 family dwelling",2014-12-30,"37.74137224992351","-122.43055939212546"
"1725 Noe St 94131","Glen Park","additions alterations or repairs","comply with physical inspection report# cc-7454. legalize (e) side decks built without permit record @ 1st & 2nd floor.","2 family dwelling","2 family dwelling",2014-12-30,"37.74137224992351","-122.43055939212546"
"1470 12th Av 94122","Inner Sunset","additions alterations or repairs","legalize (e) unpermitted unit @ groundd floor per ord# 43-14 with 2 bedrooms & 1 bath. to comply with violation# 201875066. add 4th adu under separate permit.","2 family dwelling","apartments",2019-02-26,"37.76074019717684","-122.46897382081781"
"1374 46th Av 94122","Sunset/Parkside","additions alterations or repairs","comply w/ compliant# 2019430321 & 2019004786 enf, unit legalization ord# 43-14. legalization if unit installed w/o permit. legalize kitchen, bath rm and 2 bedrooms. all work at grd flr.","1 family dwelling","2 family dwelling",2019-06-11,"37.76092565096515","-122.50563424526618"
"57 Caine Av 94112","Oceanview/Merced/Ingleside","additions alterations or repairs","legalize in-law unit per ord# 43-14 on first flr w/ kitchen, living room, 2 full bath and 2 bedrooms. 2nd fl: new roof deck.","1 family dwelling","2 family dwelling",2018-10-11,"37.717139214120834","-122.45035258616059"
"639 19th Av 94121","Outer Richmond","otc alterations permit","unit # 637 cooretive action to abate nov 201922051. legalize reconfigured roof deck. change in dimensions and guardrail material (metal to pressure treated wood)","2 family dwelling","2 family dwelling",2019-02-28,"37.7758441661216","-122.47830805099922"
"678 11th Av 94118","Inner Richmond","additions alterations or repairs","per unit legalization ordinance 43-14, legalize unit at 1st floor, habitable space under pa 9515386. fire sprinkler under separate permit.","2 family dwelling","apartments",2017-09-11,"37.77556126881903","-122.46892694318639"
"322 Mansell St 94134","Portola","additions alterations or repairs","legalize in law by adding full bath, closing door to garage, retrofit bedroom window, expand bedroom & update electrical & plumbing.per ordinance 43-14","1 family dwelling","2 family dwelling",2017-03-20,"37.72095515080987","-122.4046018076201"
"1098 Hollister Av 94124","Bayview Hunters Point","otc alterations permit","legalize 2nd bathroom in upper unit.  legalize 2nd bathroon in lower unit. ref pa# 201208288378","2 family dwelling","2 family dwelling",2013-03-21,"37.71985557324277","-122.39213131229319"
"44 Del Monte St 94112","Outer Mission","additions alterations or repairs","legalize kitchen per ord 43-14. add bathroom in laundry room.","1 family dwelling","2 family dwelling",2015-04-21,"37.71615570936265","-122.44347759617459"
"3421 Scott St 94123","Marina","otc alterations permit","comply w/nov #2012511841: rear deck compliance, legalize the deck support on the 3rd floor","2 family dwelling","2 family dwelling",2013-09-19,"37.801416643666755","-122.44170290268507"
"1354 27th Av 94122","Sunset/Parkside","additions alterations or repairs","legalize 1st floor unit per zoning permitted. renovation: 1st floor - entrance door & kitchen relocation.  2nd floor:  fill lightwell, add full bath. rebuild rear stair.","1 family dwelling","2 family dwelling",2015-04-22,"37.76216341629109","-122.48529817706867"
"139 Sweeny St 94134","Portola","additions alterations or repairs","comply w/ complaint #201051068, 201401781, 201540913 & 201540932. legalize dwelling unit at first floor per ordinance no. 43-14.","1 family dwelling","2 family dwelling",2015-04-22,"37.73271354536486","-122.40809803355664"
"180 Saint Charles Av 94132","Oceanview/Merced/Ingleside","additions alterations or repairs","legalize (e) unauthorized dwelling unit under ordinance #43-14","1 family dwelling","2 family dwelling",2019-03-12,"37.710972395164184","-122.46946548332339"
"2183 43rd Av 94116","Sunset/Parkside","additions alterations or repairs","legalize illegal unit to comply w/ complaint no# 201840671 per ord# 43-14. new landscaping/permeability improvements in required front yard setback. new stairs at rear.","1 family dwelling","2 family dwelling",2019-03-12,"37.7459835853072","-122.5019794257062"
"1394 Shafter Av 94124","Bayview Hunters Point","additions alterations or repairs","legalize unit per ord 43-14, (1) bed, (1) bath.","2 family dwelling","apartments",2019-06-13,"37.729037794864354","-122.38665884324826"
"26 Crescent Av 94112","Bernal Heights","additions alterations or repairs","legalization of single family with illegal 2nd unit @ lower level basement under ordinance# 43-14. (1 bedroom & 1 bath)","1 family dwelling","2 family dwelling",2018-10-03,"37.73508937485069","-122.42364101635819"
"18 Harvard St 94134","Excelsior","additions alterations or repairs","legalize unauthorized lower unit under adu ordinance no. 95-17 & comply with notice of violation #201876243. structural deferred under separate permit. no cfc for adu until structural approval and inspections.","1 family dwelling","2 family dwelling",2018-11-08,"37.72854940535585","-122.42174270106383"
"947 Innes Av 94124","Bayview Hunters Point","otc alterations permit","make correction for scope of work description under bpa#201511203195, legalize (e) kitchen to add one new residential unit under legalization program (no plan revision).  comply with nov #201569124 & 201569691, keep garage for car parking.","1 family dwelling","2 family dwelling",2019-03-14,"37.73230599413373","-122.37683830454873"
"2406 Bush St 94115","Pacific Heights","otc alterations permit","to comply with nov 200557539: infill 1 window at west property line, legalize (e) upper and lower rear decks.","2 family dwelling","2 family dwelling",2019-03-15,"37.78679606121109","-122.43705730245676"
"1574 35th Av 94122","Sunset/Parkside","additions alterations or repairs","unit legalization ord 43-14. legalize (e) ground floor unit per ord 43-14. provide nfpa 13-r. add 1 (n) bicycle parking space. sprinklers under separae permit. correct nov# 201798542.","1 family dwelling","2 family dwelling",2018-08-31,"37.75774751147836","-122.49358561780831"
"75 Westgate Dr 94127","West of Twin Peaks","additions alterations or repairs","comply with complaint# 201884631. adu unit per ordinance# 95-17. legalize (e) kitchen, studio unit. all work @ ground floor of a single family.","1 family dwelling","2 family dwelling",2019-03-18,"37.72824424914368","-122.46588521269072"
"618 Excelsior Av 94112","Excelsior","additions alterations or repairs","legalize inlaw (e) bath rm and (e) kitchen  unit legalization per ordinance 43-14","1 family dwelling","2 family dwelling",2015-04-24,"37.72362961293258","-122.42860835780613"
"1582 46th Av 94122","Sunset/Parkside","additions alterations or repairs","in response to nov #201841861 legalize dwelling unit at ground floor per ordinance 43-14","1 family dwelling","2 family dwelling",2018-09-05,"37.75705106376125","-122.50540485523052"
"232 Naglee Av 94112","Outer Mission","additions alterations or repairs","comply with complaint# 201934821 & 201933965. unit legalization ordinance# 43-14. legalize kitchen installed without permit. all work @ ground floor.","1 family dwelling","2 family dwelling",2019-03-20,"37.71369214348261","-122.44831927875323"
"758 Valencia St 94110","Mission","otc alterations permit","for 2/f only - conversion (e) 2 illegal units back to 1 flat (1 unit) ; to comply with nov 201239061","2 family dwelling","1 family dwelling",2013-09-26,"37.760820259439164","-122.42181108590941"
"604 Capp St 94110","Mission","otc alterations permit","comply with complaint 201881053 dated 7/31/2018 - legalize bedroom, bathroom & laundry sink located in downstairs basement level of existing unit, meditation @ basement level, legalize art studio","2 family dwelling","2 family dwelling",2018-11-27,"37.75686167827529","-122.41804763513036"
"1345 Silver Av 94134","Portola","otc alterations permit","rearrange & remodel kitchen, stairs & bathroom. add bedroom, 1 bath & skylights on 2nd floor. relcoate bathroom, add 2 full baths, laundry & 3 bedrooms on ground floor. replace garage door & windows per plan. remove illegal kitchen on ground floor.","1 family dwelling","2 family dwelling",2014-07-08,"37.731316663465016","-122.40992513340491"
